di;00:01:40.450;E
gestire;00:01:40.660;V
le;00:01:40.660;RD
basi;00:01:41.890;S
di;00:01:42.010;E
dati;00:01:42.330;S
differenza;00:01:43.330;S
fondamentale;00:01:44.729;A
una;00:01:44.729;RI
cosa;00:01:46.030;PQ
il;00:01:46.150;RD
software;00:01:46.450;S
di;00:01:46.570;E
gestione;00:01:46.660;S
una;00:01:47.110;RI
cosa;00:01:47.380;S
da;00:01:47.380;E
base;00:01:47.710;S
dei;00:01:47.830;E+RD
dati;00:01:48.030;S
che;00:01:49.030;PR
è;00:01:49.060;V
normalmente;00:01:49.630;B
molto;00:01:49.630;B
al;00:01:51.369;E+RD
di;00:01:51.610;E
là;00:01:51.729;B
delle;00:01:52.030;E+RD
dimensioni;00:01:52.180;S
gestibili;00:01:52.180;A
dalla;00:01:53.560;E+RD
memoria;00:01:53.800;S
del;00:01:54.070;E+RD
server;00:01:54.670;S
e;00:01:55.500;CC
dbms;00:01:56.500;S
è;00:01:56.500;V
progettato;00:01:57.700;V
per;00:01:57.729;E
gestire;00:01:58.030;V
grandi;00:01:58.630;A
quantità;00:01:58.630;S
di;00:01:59.320;E
informazioni;00:02:00.130;S
in;00:02:00.310;E
maniera;00:02:00.610;S
persistente;00:02:02.369;A
e;00:02:02.369;CC
condivisa;00:02:04.560;V
condivisa;00:02:05.560;V
vuol;00:02:05.800;VM
dire;00:02:05.979;V
che;00:02:06.160;CS
noi;00:02:06.160;PE
non;00:02:07.000;BN
ci;00:02:07.240;PC
occupiamo;00:02:07.330;V
di;00:02:08.080;E
un;00:02:08.229;RI
singolo;00:02:08.860;A
file;00:02:09.009;S
che;00:02:09.009;PR
sta;00:02:09.459;V
su;00:02:09.700;E
un;00:02:09.729;RI
singolo;00:02:10.030;A
pc;00:02:10.509;S
ma;00:02:11.380;CC
ci;00:02:11.739;PC
occupiamo;00:02:12.130;V
di;00:02:12.130;E
un;00:02:12.489;RI
grande;00:02:12.910;A
archivio;00:02:13.209;S
che;00:02:13.570;PR
utilizzate;00:02:14.500;V
da;00:02:14.500;E
tantissime;00:02:15.610;S
utenze;00:02:18.090;S
gli;00:02:19.090;RD
obiettivi;00:02:19.660;S
con;00:02:19.810;E
cui;00:02:19.810;PR
questo;00:02:20.590;PD
avviene;00:02:21.660;V
sono;00:02:22.660;V
quelli;00:02:23.050;PD
di;00:02:23.170;E
garantire;00:02:23.170;V
l'accesso;00:02:24.160;V
condiviso;00:02:25.980;V
eliminando;00:02:26.980;V
le;00:02:26.980;RD
ridondanze;00:02:28.680;S
evitando;00:02:29.680;V
che;00:02:29.800;CS
ci;00:02:29.830;PC
siano;00:02:30.100;V
dati;00:02:30.100;S
duplicati;00:02:32.430;V
l'assenza;00:02:33.430;S
di;00:02:33.550;E
duplicazione;00:02:33.550;S
consente;00:02:35.170;V
di;00:02:35.500;E
garantire;00:02:35.739;V
la;00:02:36.130;RD
coerenza;00:02:36.520;S
dei;00:02:36.520;E+RD
dati;00:02:37.420;S
cioè;00:02:37.660;B
il;00:02:37.840;RD
dato;00:02:38.230;S
è;00:02:38.799;VA
memorizzata;00:02:39.670;V
una;00:02:39.670;RI
volta;00:02:40.090;S
sola;00:02:40.480;A
e;00:02:40.510;CC
quindi;00:02:40.810;B
visto;00:02:41.170;V
da;00:02:41.320;E
tutte;00:02:41.650;T
le;00:02:41.650;RD
applicazioni;00:02:42.370;S
che;00:02:42.400;PR
servono;00:02:43.000;V
che;00:02:43.600;PR
ne;00:02:43.720;PC
hanno;00:02:43.720;VA
bisogno;00:02:43.930;S
in;00:02:44.350;E
maniera;00:02:44.739;S
sensata;00:02:46.320;A
nel;00:02:47.320;E+RD
rispetto;00:02:47.320;S
dei;00:02:48.100;E+RD
vincoli;00:02:48.130;S
di;00:02:48.610;E
privatezza;00:02:49.239;S
non;00:02:50.049;BN
tutte;00:02:50.470;T
le;00:02:50.470;RD
applicazioni;00:02:51.220;S
possono;00:02:51.340;VM
vedere;00:02:52.000;V
tutta;00:02:52.360;T
la;00:02:52.360;RD
parte;00:02:52.870;S
della;00:02:53.049;E+RD
base;00:02:53.200;S
dei;00:02:53.470;E+RD
dati;00:02:54.450;S
nel;00:02:55.450;E+RD
rispetto;00:02:55.450;S
della;00:02:56.350;E+RD
fid;00:02:56.590;S
abilità;00:02:57.100;S
cioè;00:02:57.400;B
garantendo;00:02:58.120;V
ad;00:02:58.120;E
ogni;00:02:58.269;DI
applicazione;00:02:58.810;S
che;00:02:59.230;PR
quando;00:02:59.590;CS
fa;00:02:59.739;V
un;00:02:59.739;RI
aggiornamento;00:03:00.280;S
quell;00:03:01.120;E+RD
`;00:03:01.120;X
aggiornamento;00:03:01.120;S
viene;00:03:01.120;VA
consolidato;00:03:03.340;A
abbiamo;00:03:04.239;VA
visto;00:03:04.540;V
che;00:03:04.690;CS
si;00:03:05.440;PC
gioca;00:03:05.440;V
un;00:03:05.890;RI
ruolo;00:03:06.010;S
importante;00:03:06.190;A
il;00:03:06.790;RD
concetto;00:03:07.030;S
di;00:03:07.030;E
transazione;00:03:09.030;S
in;00:03:10.030;E
maniera;00:03:10.510;S
efficiente;00:03:10.870;A
cioè;00:03:10.870;B
eseguendo;00:03:12.250;V
le;00:03:12.370;RD
operazioni;00:03:12.459;S
di;00:03:13.120;E
ios;00:03:13.420;S
che;00:03:14.079;PR
sono;00:03:14.079;VA
le;00:03:14.500;RD
uniche;00:03:14.530;A
di;00:03:14.980;E
cui;00:03:15.130;PR
ci;00:03:15.280;PC
occuperemo;00:03:15.610;V
più;00:03:15.610;B
avanti;00:03:16.360;B
faremo;00:03:16.660;V
un;00:03:16.810;RI
ragionamento;00:03:16.810;S
su;00:03:17.680;E
quale;00:03:17.950;DQ
l'unità;00:03:18.730;S
di;00:03:19.030;E
misura;00:03:19.180;S
del;00:03:19.480;E+RD
costo;00:03:19.960;S
né;00:03:19.960;CC
dbms;00:03:20.530;S
ma;00:03:20.980;CC
in;00:03:21.250;E
anticipo;00:03:21.850;S
per;00:03:22.420;E
noi;00:03:22.720;PE
il;00:03:23.260;RD
costo;00:03:23.260;S
della;00:03:23.950;E+RD
cpu;00:03:24.250;S
e;00:03:24.340;CC
zero;00:03:24.820;N
quello;00:03:25.090;PD
che;00:03:25.180;PR
costa;00:03:25.180;V
davvero;00:03:25.630;B
è;00:03:25.990;V
il;00:03:26.140;RD
costo;00:03:26.470;S
di;00:03:26.830;E
ayo;00:03:27.010;S
verso;00:03:27.400;E
i;00:03:27.430;RD
dischi;00:03:27.430;S
quindi;00:03:29.440;B
in;00:03:29.530;E
maniera;00:03:29.740;S
efficiente;00:03:30.250;A
ed;00:03:30.670;CC
efficace;00:03:30.670;A
efficace;00:03:31.720;A
vuol;00:03:31.990;VM
dire;00:03:32.230;V
che;00:03:32.380;CS
deve;00:03:33.040;VM
essere;00:03:33.040;VA
facile;00:03:34.090;A
sviluppare;00:03:34.360;V
e;00:03:35.020;CC
mantenere;00:03:35.260;V
la;00:03:35.950;RD
base;00:03:35.950;S
dati;00:03:36.400;S
per;00:03:37.240;E
fare;00:03:37.570;V
questo;00:03:38.050;PD
il;00:03:38.080;RD
dbms;00:03:40.020;S
adottano;00:03:40.020;V
una;00:03:41.380;RI
struttura;00:03:42.100;S
dei;00:03:42.250;E+RD
dati;00:03:44.160;S
a;00:03:45.160;E
strati;00:03:45.930;S
che;00:03:46.930;PR
è;00:03:46.930;VA
rappresentata;00:03:48.010;V
mediante;00:03:48.790;E
livelli;00:03:49.600;S
di;00:03:49.600;E
descrizione;00:03:50.740;S
che;00:03:50.860;PR
abbiamo;00:03:51.100;VA
chiamato;00:03:51.250;V
schemi;00:03:51.250;S
quindi;00:03:53.250;B
sopra;00:03:54.250;B
la;00:03:54.460;RD
base;00:03:54.760;S
dati;00:03:55.060;V
fisicamente;00:03:55.060;B
memorizzata;00:03:56.920;V
abbiamo;00:03:57.910;V
un;00:03:58.000;RI
insieme;00:03:58.330;S
di;00:03:58.330;E
definizioni;00:03:59.620;S
che;00:03:59.770;PR
chiamiamo;00:04:00.070;V
schemi;00:04:00.730;S
che;00:04:00.730;PR
descrivono;00:04:01.750;V
i;00:04:02.440;RD
vari;00:04:02.830;A
strati;00:04:03.310;S
sottostanti;00:04:03.610;V
per;00:04:03.610;E
cui;00:04:04.480;PR
c;00:04:04.630;S
';00:04:04.630;FB
è;00:04:04.630;V
lo;00:04:05.290;RD
schema;00:04:05.800;S
che;00:04:05.950;PR
descrive;00:04:06.460;V
lo;00:04:06.580;RD
stato;00:04:06.580;S
fisico;00:04:07.290;S
che;00:04:08.290;PR
è;00:04:08.320;V
lo;00:04:08.440;RD
schema;00:04:08.650;S
interno;00:04:09.610;A
poi;00:04:10.600;B
lo;00:04:10.600;RD
schema;00:04:11.440;S
logico;00:04:11.560;A
che;00:04:12.100;PR
è;00:04:12.130;V
quello;00:04:12.430;PD
di;00:04:12.520;E
cui;00:04:12.670;PR
ci;00:04:12.670;PC
occuperemo;00:04:13.180;V
oggi;00:04:13.420;B
che;00:04:13.960;CS
aderisce;00:04:14.620;V
a;00:04:14.830;E
uno;00:04:15.100;PI
dei;00:04:15.100;E+RD
modelli;00:04:15.490;S
possibili;00:04:15.970;A
di;00:04:16.660;E
descrizione;00:04:16.660;S
dell;00:04:18.489;S
`;00:04:18.489;X
informazione;00:04:18.489;S
e;00:04:18.850;CC
poi;00:04:19.060;B
gli;00:04:19.150;RD
schemi;00:04:19.150;S
esterni;00:04:20.140;A
la;00:04:20.620;RD
presenza;00:04:21.070;S
di;00:04:21.250;E
questi;00:04:21.280;DD
strati;00:04:22.060;S
e;00:04:22.060;CC
delle;00:04:22.360;E+RD
relative;00:04:22.680;A
interfacce;00:04:23.760;S
consente;00:04:24.760;V
di;00:04:24.760;E
garantire;00:04:25.180;V
l'indipendenza;00:04:25.980;S
delle;00:04:25.980;E+RD
applicazioni;00:04:27.790;S
dalla;00:04:28.390;E+RD
dai;00:04:29.290;E+RD
dati;00:04:30.210;S
indipendenza;00:04:30.210;S
che;00:04:31.390;CS
logica;00:04:32.350;S
in;00:04:32.830;E
una;00:04:33.070;RI
certa;00:04:33.250;A
misura;00:04:33.550;S
perché;00:04:34.150;CS
la;00:04:34.150;RD
vista;00:04:35.370;S
che;00:04:36.370;PR
un;00:04:36.700;RI
`;00:04:36.700;X
applicazione;00:04:36.700;S
a;00:04:37.210;E
dello;00:04:37.840;E+RD
schema;00:04:37.840;S
logico;00:04:38.350;A
è;00:04:38.740;V
parziale;00:04:39.730;A
e;00:04:39.760;CC
potenzialmente;00:04:40.660;B
fa;00:04:40.660;B
riferimento;00:04:42.190;S
a;00:04:42.220;E
concetti;00:04:42.820;S
che;00:04:42.970;PR
non;00:04:43.000;BN
sono;00:04:43.000;VA
direttamente;00:04:44.010;B
memorizzati;00:04:45.010;V
nello;00:04:45.190;E+RD
schema;00:04:45.190;S
logico;00:04:45.660;A
quindi;00:04:46.660;B
indipendenza;00:04:47.470;S
logica;00:04:47.919;S
e;00:04:47.919;CC
certamente;00:04:48.340;B
in;00:04:48.730;E
dipendenza;00:04:49.330;S
fisica;00:04:49.540;A
perché;00:04:49.540;CS
le;00:04:50.590;RD
applicazioni;00:04:51.220;S
non;00:04:51.430;BN
vedono;00:04:51.880;V
lo;00:04:52.090;RD
strato;00:04:52.090;S
questa;00:04:54.580;DD
struttura;00:04:54.790;S
è;00:04:55.240;VA
gestita;00:04:55.630;V
mediante;00:04:55.630;E
alcune;00:04:57.490;DI
funzioni;00:04:58.240;S
tra;00:04:58.419;E
cui;00:04:58.570;PR
importante;00:04:59.380;A
la;00:04:59.380;RD
funzione;00:04:59.620;S
del;00:05:00.040;E+RD
database;00:05:00.490;S
administrator;00:05:01.140;S
è;00:05:01.140;VA
usabile;00:05:02.650;V+PC
mediante;00:05:03.580;E
opportuni;00:05:04.180;A
linguaggi;00:05:04.180;S
perché;00:05:05.200;CS
le;00:05:06.070;RD
applicazioni;00:05:06.940;S
quelli;00:05:07.210;PD
che;00:05:07.330;PR
in;00:05:07.330;E
questa;00:05:07.750;DD
trasparenza;00:05:08.290;S
sono;00:05:08.710;VA
chiamati;00:05:09.160;V
utenti;00:05:09.160;S
sono;00:05:09.850;V
le;00:05:09.940;RD
applicazioni;00:05:10.950;S
interagiscono;00:05:11.950;V
con;00:05:11.950;E
il;00:05:13.980;RD
dbms;00:05:15.230;S
mediante;00:05:16.340;E
linguaggi;00:05:17.340;S
che;00:05:17.550;PR
sono;00:05:17.550;VA
suddivisi;00:05:18.510;V+PC
in;00:05:18.600;E
due;00:05:18.720;N
categorie;00:05:24.770;S
i;00:05:25.770;RD
linguaggi;00:05:25.770;S
per;00:05:26.550;E
manipolare;00:05:27.390;V
i;00:05:27.420;RD
dati;00:05:27.530;S
e;00:05:28.530;CC
linguaggi;00:05:29.130;S
per;00:05:29.130;E
manipolare;00:05:30.000;V
le;00:05:30.120;RD
definizioni;00:05:31.640;S
quindi;00:05:32.640;B
il;00:05:32.640;RD
database;00:05:33.570;S
administrator;00:05:34.170;A
che;00:05:34.620;PR
come;00:05:35.160;B
cosa;00:05:35.160;S
principale;00:05:36.290;A
costruisce;00:05:37.290;V
la;00:05:37.440;RD
base;00:05:37.770;S
dati;00:05:37.770;S
costruisce;00:05:39.840;V
le;00:05:39.960;RD
definizioni;00:05:40.770;S
quindi;00:05:40.770;B
interagisce;00:05:42.060;V
con;00:05:42.630;E
la;00:05:43.140;RD
base;00:05:43.530;S
dati;00:05:43.880;V
per;00:05:44.880;E
creare;00:05:44.880;V
modificare;00:05:45.870;V
gli;00:05:46.350;RD
schemi;00:05:46.800;S
quindi;00:05:47.550;B
usa;00:05:47.940;V
la;00:05:47.940;RD
funzione;00:05:48.870;S
d'età;00:05:49.290;E+RD
definition;00:05:49.890;S
language;00:05:50.430;V
del;00:05:50.430;E+RD
linguaggio;00:05:50.880;S
che;00:05:51.300;PR
ha;00:05:51.330;V
a;00:05:51.360;E
disposizione;00:05:52.070;S
le;00:05:52.070;RD
altre;00:05:53.430;DI
applicazioni;00:05:54.350;S
invece;00:05:55.430;B
manipolano;00:05:56.430;V
i;00:05:56.430;RD
dati;00:05:57.180;S
effettivamente;00:05:57.770;B
memorizzati;00:05:57.770;V
vedendoli;00:05:59.520;V+PC
dal;00:05:59.670;E+RD
punto;00:06:00.000;S
di;00:06:00.150;E
vista;00:06:00.390;S
logico;00:06:00.390;A
tramite;00:06:01.230;E
gli;00:06:01.260;RD
schemi;00:06:01.590;S
e;00:06:02.250;CC
quindi;00:06:02.640;B
usano;00:06:02.970;V
la;00:06:02.970;RD
concezione;00:06:03.570;S
sua;00:06:04.080;AP
funzione;00:06:04.590;S
d'età;00:06:04.980;A
manipoli;00:06:04.980;S
shaun;00:06:05.610;S
langley;00:06:05.970;SP
dei;00:06:06.150;E+RD
linguaggi;00:06:06.980;S
nel;00:06:07.980;E+RD
modello;00:06:07.980;S
di;00:06:09.270;E
bms;00:06:09.600;SP
di;00:06:09.900;E
cui;00:06:10.050;PR
ci;00:06:10.200;PC
occupiamo;00:06:10.500;V
noi;00:06:10.830;PE
che;00:06:11.100;PR
sono;00:06:11.100;VA
quelli;00:06:11.790;PD
di;00:06:12.180;E
cui;00:06:12.300;PR
parliamo;00:06:12.600;V
adesso;00:06:12.840;B
il;00:06:13.110;RD
modello;00:06:13.110;S
questa;00:06:15.360;DD
funzione;00:06:16.050;S
è;00:06:16.080;V
svolta;00:06:16.710;V
dallo;00:06:16.980;E+RD
stesso;00:06:16.980;A
linguaggio;00:06:17.750;S
e;00:06:18.750;CC
schio;00:06:19.080;S
el;00:06:19.230;PC
o;00:06:20.130;CC
sql;00:06:20.720;S
è;00:06:21.720;V
un;00:06:21.720;RI
linguaggio;00:06:22.740;S
che;00:06:23.190;PR
viene;00:06:23.430;VA
usato;00:06:23.790;V
sia;00:06:24.150;V
per;00:06:24.150;E
descrivere;00:06:25.770;V
le;00:06:26.100;RD
operazioni;00:06:26.820;S
di;00:06:26.820;E
manipolazione;00:06:27.150;S
dei;00:06:27.720;E+RD
dati;00:06:27.750;S
sia;00:06:28.380;CC
per;00:06:28.380;E
descrivere;00:06:29.370;V
le;00:06:29.490;RD
operazioni;00:06:30.240;S
di;00:06:30.240;E
manipolazione;00:06:30.600;S
delle;00:06:31.380;E+RD
definizioni;00:06:32.040;S
degli;00:06:32.040;E+RD
a;00:06:34.200;E
proposito;00:06:34.590;S
di;00:06:34.800;E
schemi;00:06:35.370;S
l'ultimo;00:06:35.970;A
concetto;00:06:35.970;S
che;00:06:36.780;CS
vorrei;00:06:37.460;VM
sottolinearli;00:06:38.900;V+PC
che;00:06:39.900;PR
è;00:06:39.930;V
un;00:06:39.930;RI
concetto;00:06:40.320;S
che;00:06:40.560;PR
useremo;00:06:40.950;V
spesso;00:06:44.450;B
nella;00:06:44.450;E+RD
nel;00:06:49.130;E+RD
seguito;00:06:49.460;S
del;00:06:49.729;E+RD
corso;00:06:50.120;S
è;00:06:50.150;V
la;00:06:50.240;RD
distinzione;00:06:50.240;S
fra;00:06:51.080;E
schemi;00:06:51.740;S
e;00:06:51.770;CC
istanze;00:06:53.169;S
gli;00:06:54.169;RD
schemi;00:06:54.410;S
sapete;00:06:54.410;V
cosa;00:06:55.100;PQ
sono;00:06:55.340;V
le;00:06:56.440;RD
definizioni;00:06:57.440;S
degli;00:06:57.830;E+RD
oggetti;00:06:57.830;S
gestiti;00:06:59.360;V
dentro;00:06:59.750;E
la;00:07:00.229;RD
base;00:07:00.530;S
dati;00:07:01.419;V
cosa;00:07:02.419;PQ
sono;00:07:02.720;V
le;00:07:02.720;RD
istanze;00:07:03.110;S
sono;00:07:03.800;V
i;00:07:03.949;RD
veri;00:07:04.220;A
valori;00:07:04.419;S
memorizzati;00:07:04.419;A
allora;00:07:06.530;B
facendo;00:07:06.919;V
un;00:07:07.010;RI
esempio;00:07:07.130;S
proprio;00:07:07.550;B
banale;00:07:07.550;A
banale;00:07:08.449;A
se;00:07:09.110;CS
io;00:07:09.260;PE
ho;00:07:09.430;V
una;00:07:10.430;RI
rappresentazione;00:07:11.300;S
in;00:07:11.300;E
forma;00:07:11.660;S
tabellare;00:07:12.160;A
chiamiamola;00:07:13.160;V+PC
così;00:07:13.520;B
per;00:07:13.729;E
ora;00:07:13.729;B
di;00:07:14.060;E
un;00:07:14.150;RI
oggetto;00:07:14.240;S
che;00:07:15.020;PR
vedremo;00:07:15.380;V
essere;00:07:15.800;V
poi;00:07:15.949;B
una;00:07:15.949;RI
relazione;00:07:16.820;S
di;00:07:17.570;E
questo;00:07:17.690;DD
oggetto;00:07:18.020;S
a;00:07:18.470;E
una;00:07:18.710;RI
parte;00:07:18.710;S
persistente;00:07:20.960;A
cioè;00:07:21.139;B
che;00:07:21.440;CS
nel;00:07:21.650;E+RD
tempo;00:07:21.919;S
non;00:07:21.919;BN
cambia;00:07:22.699;V
che;00:07:23.300;CS
è;00:07:23.330;V
la;00:07:23.510;RD
sua;00:07:23.630;AP
definizione;00:07:23.630;S
in;00:07:25.699;E
pratica;00:07:26.000;S
il;00:07:26.930;RD
nome;00:07:27.440;S
dell;00:07:27.740;S
`;00:07:27.740;X
oggetto;00:07:27.740;S
il;00:07:28.460;RD
nome;00:07:28.460;S
della;00:07:28.880;E+RD
tabella;00:07:29.150;S
il;00:07:29.690;RD
nome;00:07:30.080;S
degli;00:07:30.199;E+RD
attributi;00:07:30.199;S
questa;00:07:32.030;DD
parte;00:07:32.510;S
diciamo;00:07:33.080;V
volgarmente;00:07:33.590;B
le;00:07:33.590;RD
intestazioni;00:07:35.260;S
sono;00:07:36.260;V
in;00:07:36.380;E
varianti;00:07:36.979;S
del;00:07:37.130;E+RD
tempo;00:07:37.130;S
sono;00:07:37.910;V
lo;00:07:38.180;RD
schema;00:07:39.190;S
quello;00:07:40.190;PD
che;00:07:40.310;PR
invece;00:07:40.460;B
varia;00:07:40.460;V
nel;00:07:41.210;E+RD
tempo;00:07:41.419;S
è;00:07:41.750;V
il;00:07:41.960;RD
contenuto;00:07:43.210;S
cinque;00:07:44.210;N
righe;00:07:44.570;S
di;00:07:44.570;E
remo;00:07:45.440;V
5;00:07:45.800;N
to;00:07:45.949;E
play;00:07:46.240;S
100.000;00:07:47.240;N
tuple;00:07:47.630;S
0;00:07:48.380;N
tuple;00:07:48.380;S
l'istanza;00:07:51.470;S
è;00:07:51.820;V
l'effettivo;00:07:52.840;A
insieme;00:07:53.840;S
di;00:07:53.960;E
dati;00:07:53.960;S
memorizzato;00:07:55.310;V
che;00:07:55.460;CS
corrisponde;00:07:56.120;V
a;00:07:56.150;E
quello;00:07:56.150;PD
schermo;00:07:57.039;S
allora;00:07:58.039;B
spesso;00:07:58.300;B
vi;00:07:59.300;PC
ho;00:07:59.330;VA
fatto;00:07:59.330;V
l'esempio;00:07:59.750;V
qui;00:08:00.320;B
nel;00:08:01.130;E+RD
caso;00:08:01.460;S
di;00:08:01.639;E
una;00:08:01.910;RI
tabella;00:08:01.910;S
che;00:08:03.229;CS
era;00:08:03.349;V
così;00:08:03.770;B
relazione;00:08:04.630;S
parleremo;00:08:05.630;V
in;00:08:05.630;E
maniera;00:08:06.139;S
duale;00:08:06.650;A
di;00:08:06.800;E
schemi;00:08:07.280;S
e;00:08:07.310;CC
istanze;00:08:07.849;S
lo;00:08:07.849;PC
facciamo;00:08:08.330;V
a;00:08:08.510;E
livello;00:08:08.870;S
di;00:08:08.990;E
tabelle;00:08:09.560;S
ma;00:08:09.560;CC
parleremo;00:08:10.370;V
di;00:08:10.700;E
schemi;00:08:11.210;S
e;00:08:11.240;CC
istanze;00:08:11.720;S
di;00:08:11.960;E
una;00:08:11.960;RI
base;00:08:12.470;S
dati;00:08:13.510;V
in;00:08:14.510;E
cos;00:08:14.780;S
';00:08:14.780;FB
è;00:08:14.780;V
un;00:08:14.930;RI
istanza;00:08:15.560;S
di;00:08:15.710;E
una;00:08:15.710;RI
base;00:08:16.070;S
dati;00:08:16.930;V
l'insieme;00:08:17.930;S
di;00:08:18.080;E
tutte;00:08:18.590;T
le;00:08:18.740;RD
tabelle;00:08:18.740;S
che;00:08:19.460;CS
costituiscono;00:08:20.180;V
quella;00:08:20.479;DD
base;00:08:20.780;S
dati;00:08:21.340;V
in;00:08:22.340;E
un;00:08:22.340;RI
dbms;00:08:22.729;S
come;00:08:23.690;E
vedremo;00:08:24.020;V
possono;00:08:24.620;VM
essere;00:08:24.919;VA
gestite;00:08:24.919;V
più;00:08:25.760;B
base;00:08:26.330;S
dati;00:08:27.130;S
e;00:08:28.130;CC
quando;00:08:28.729;CS
voi;00:08:28.940;PE
installerete;00:08:28.940;V
sul;00:08:31.610;E+RD
vostro;00:08:31.820;AP
personal;00:08:32.390;A
computer;00:08:33.169;S
il;00:08:33.409;RD
vostro;00:08:33.409;AP
letto;00:08:35.020;S
ma;00:08:36.020;CC
i;00:08:36.050;RD
sequel;00:08:36.500;S
se;00:08:36.800;CS
installate;00:08:37.310;V
mai;00:08:37.310;B
sequel;00:08:37.729;S
installerete;00:08:38.659;V
una;00:08:38.990;RI
istanza;00:08:39.860;S
del;00:08:40.130;E+RD
dbms;00:08:40.130;S
in;00:08:41.450;E
effetti;00:08:41.990;S
sul;00:08:42.169;E+RD
server;00:08:42.680;S
possono;00:08:43.370;VM
esistere;00:08:43.370;V
più;00:08:44.750;B
istanze;00:08:46.480;S
anche;00:08:47.480;B
dello;00:08:47.750;E+RD
stesso;00:08:47.900;A
prodotto;00:08:47.900;S
quindi;00:08:49.400;B
può;00:08:49.520;VM
esistere;00:08:49.790;V
un;00:08:50.180;RI
istanza;00:08:50.839;S
del;00:08:51.740;E+RD
dbms;00:08:51.740;S
di;00:08:52.750;E
produzione;00:08:53.750;S
è;00:08:54.589;V
un;00:08:55.250;RI
`;00:08:55.250;X
istanza;00:08:55.250;S
di;00:08:55.430;E
sviluppo;00:08:55.430;S
cosa;00:08:56.630;PQ
