è;VA;finito;V;4
schema;S;di;E;4
a;E;due;N;4
chiaro;A;che;CS;4
relazione;S;in;E;4
un;RI;attributo;V;4
`;NO;altra;A;4
che;PR;dice;V;4
un;RI;po;S;4
che;CS;cos;SP;4
per;E;definizione;S;4
a;E;priori;S;4
non;BN;si;PC;4
attributo;S;è;V;4
una;RI;sola;A;4
di;E;informazione;S;4
una;RI;persona;S;4
vi;PC;faccio;V;4
di;E;laurea;S;4
per;E;due;N;4
si;PC;può;VM;4
nullo;A;per;E;4
cioè;B;la;RD;4
chiave;S;per;E;4
la;RD;super;A;4
detto;V;che;CS;4
le;RD;super;A;4
di;E;quel;DD;4
chiave;S;che;PR;4
che;CS;è;VA;4
io;PE;dico;V;4
mano;S;chi;PR;4
chi;PR;dice;V;4
istanza;S;per;E;4
di;E;vincolo;S;4
solo;B;se;CS;4
in;E;qualche;DI;4
compreso;V;fra;E;4
fra;E;0;N;4
dominio;S;che;PR;4
relazione;S;infrazioni;S;4
vincolo;S;nuovo;A;4
vigile;S;che;PR;4
integrità;S;referenziale;A;4
essere;V;nulla;PI;4
è;VA;mai;B;4
mai;B;nulla;PI;4
file;S;che;PR;3
di;E;avere;V;3
a;E;disposizione;S;3
del;E+RD;corso;S;3
allora;B;la;RD;3
lezione;S;di;E;3
prima;B;di;E;3
abbiamo;VA;visto;V;3
concetto;S;che;PR;3
di;E;gestione;S;3
delle;E+RD;basi;S;3
sono;V;dei;E+RD;3
una;RI;cosa;PQ;3
ci;PC;occupiamo;V;3
di;E;garantire;V;3
cioè;B;il;RD;3
che;PR;ne;PC;3
vincoli;S;di;E;3
tutta;T;la;RD;3
della;E+RD;base;S;3
le;RD;operazioni;S;3
operazioni;S;di;E;3
per;E;fare;V;3
che;PR;chiamiamo;V;3
è;V;lo;RD;3
schema;S;che;PR;3
schema;S;logico;A;3
delle;E+RD;applicazioni;S;3
nello;E+RD;schema;S;3
perché;CS;le;RD;3
importante;A;la;RD;3
del;E+RD;database;S;3
per;E;manipolare;V;3
dati;S;e;CC;3
le;RD;definizioni;S;3
il;RD;database;S;3
e;CC;istanze;S;3
relazione;S;di;E;3
nel;E+RD;tempo;S;3
`;X;oggetto;S;3
a;E;livello;S;3
parleremo;V;di;E;3
un;RI;istanza;S;3
le;RD;tabelle;S;3
possono;VM;essere;VA;3
istanza;S;del;E+RD;3
in;E;effetti;S;3
possono;VM;esistere;V;3
esistere;V;più;B;3
per;E;le;RD;3
in;E;generale;A;3
che;CS;voi;PE;3
voi;PE;costruite;V;3
nel;E+RD;quale;PR;3
devo;VM;fare;V;3
si;PC;è;VA;3
che;PR;una;RI;3
che;CS;un;RI;3
qualcosa;PI;di;E;3
l'insieme;V;di;E;3
di;E;tre;N;3
tre;N;cose;S;3
qui;B;non;BN;3
è;VA;fatto;V;3
di;E;vincoli;S;3
nella;E+RD;progettazione;S;3
relazionale;A;è;V;3
relazione;S;è;V;3
un;RI;termine;S;3
è;VA;stato;VA;3
anni;S;fa;B;3
ma;CC;la;RD;3
la;RD;cosa;S;3
non;BN;ha;VA;3
nome;S;di;E;3
con;E;un;RI;3
il;RD;modello;V;3
rappresentare;V;la;RD;3
valori;S;sui;E+RD;3
oggetti;S;che;PR;3
in;E;senso;S;3
fra;E;poco;B;3
in;E;più;B;3
relazionale;A;la;RD;3
delle;E+RD;tabelle;S;3
hanno;V;un;RI;3
dei;E+RD;legami;S;3
legami;S;logici;A;3
di;E;valori;S;3
è;V;così;B;3
vedremo;V;più;B;3
c;S;`;X;3
è;VA;stata;V;3
relazionale;A;che;PR;3
all;E+RD;`;X;3
di;E;rappresentazione;S;3
relazionale;A;e;CC;3
relazione;S;il;RD;3
due;N;insiemi;S;3
un;RI;qualsiasi;A;3
questo;DD;prodotto;S;3
relazione;S;la;RD;3
il;RD;prodotto;S;3
gli;RD;elementi;S;3
delle;E+RD;righe;S;3
ma;CC;è;V;3
una;RI;prima;NO;3
quindi;B;per;E;3
è;V;di;E;3
poi;B;il;RD;3
prodotto;V;cartesiano;A;3
nel;E+RD;dominio;S;3
adesso;B;vi;PC;3
questo;DD;concetto;S;3
due;N;domini;S;3
degli;E+RD;interi;A;3
costruisco;V;un;RI;3
volte;S;il;RD;3
il;RD;gol;S;3
sappiamo;V;che;CS;3
che;CS;c;S;3
squadra;S;ospite;S;3
è;VA;usato;V;3
questa;DD;rappresentazione;S;3
che;PR;ha;VA;3
cioè;B;se;CS;3
domini;S;e;CC;3
è;VA;scritto;V;3
allora;B;questo;DD;3
non;BN;va;V;3
i;RD;domini;S;3
funzione;S;che;PR;3
suo;AP;nome;S;3
`;X;uso;S;3
a;E;questo;DD;3
essere;V;una;RI;3
relazione;S;nel;E+RD;3
definita;V;su;E;3
io;PE;do;SP;3
così;B;come;CS;3
ma;CC;se;CS;3
del;E+RD;significato;S;3
stessa;A;cosa;S;3
relazione;S;non;BN;3
le;RD;colonne;S;3
la;RD;risposta;S;3
tabella;S;può;VM;3
può;VM;rappresentare;V;3
in;E;excel;S;3
è;V;vero;A;3
vero;A;che;CS;3
relazione;S;ma;CC;3
la;RD;tabella;S;3
tabella;S;non;BN;3
su;E;questo;DD;3
abbiamo;VA;costruito;V;3
dal;E+RD;suo;AP;3
nome;S;che;PR;3
se;CS;un;RI;3
dal;E+RD;nome;S;3
`;X;interno;S;3
che;PR;stiamo;VA;3
parte;S;del;E+RD;3
studenti;S;in;E;3
io;PE;sono;V;3
relazione;S;esame;S;3
vado;V;a;E;3
ora;B;in;E;3
matricola;S;è;V;3
chiama;V;studente;S;3
relazione;S;che;CS;3
insieme;E;di;E;3
dei;E+RD;puntatori;S;3
che;PR;contiene;V;3
costruire;V;un;RI;3
quali;B;sono;V;3
spiegare;V;a;E;3
vostro;AP;compagno;S;3
che;DQ;cosa;PQ;3
si;PC;esprime;V;3
degli;E+RD;esami;S;3
dentro;B;la;RD;3
che;PR;cos;SP;3
perché;CS;io;PE;3
io;PE;posso;VM;3
attributi;S;con;E;3
con;E;lo;RD;3
stesso;A;nome;S;3
cosa;S;è;V;3
è;V;chiaro;A;3
che;CS;se;CS;3
attributo;V;che;CS;3
dice;V;di;E;3
valore;S;della;E+RD;3
sulla;E+RD;tributo;S;3
di;E;grado;S;3
grado;S;di;E;3
meno;B;di;E;3
quindi;B;mentre;CS;3
è;V;possibile;A;3
le;RD;strutture;S;3
per;E;ritornare;V;3
di;E;sapere;V;3
il;RD;cognome;S;3
secondo;E;nome;S;3
non;BN;so;V;3
so;V;se;CS;3
ha;V;la;RD;3
corso;S;di;E;3
o;CC;il;RD;3
due;N;anni;S;3
un;RI;mucchio;S;3
mucchio;S;di;E;3
non;BN;posso;VM;3
rappresenta;V;l'assenza;S;3
non;BN;abbiamo;VA;3
estremamente;B;importante;A;3
strutture;S;di;E;3
chiave;S;nel;E+RD;3
che;PR;vi;PC;3
to;SW;play;SW;3
sullo;E+RD;schema;S;3
di;E;quella;DD;3
quella;DD;relazione;S;3
della;E+RD;super;A;3
è;VA;detto;V;3
quegli;DD;attributi;S;3
esiste;V;sempre;B;3
esiste;V;una;RI;3
di;E;ogni;DI;3
più;B;chiavi;S;3
che;CS;questa;DD;3
mi;PC;garantisce;V;3
garantisce;V;che;CS;3
per;E;tutte;T;3
come;CS;chiave;S;3
che;CS;in;E;3
degli;E+RD;studenti;S;3
cognome;S;nome;S;3
queste;DD;ipotesi;S;3
per;E;decidere;V;3
e;CC;chiave;S;3
è;VA;stata;VA;3
di;E;minimalità;S;3
il;RD;voto;S;3
limita;V;i;RD;3
valori;S;di;E;3
se;CS;solo;B;3
esempio;S;di;E;3
mi;PC;aiuta;V;3
0;N;e;CC;3
il;RD;vantaggio;S;3
vigili;S;che;PR;3
una;RI;multa;S;3
per;E;istanza;S;3
esterna;A;e;CC;3
relazione;S;dipendenti;S;3
sul;E+RD;dominio;S;3
capo;S;di;E;3
chiave;S;non;BN;3
due;N;vincoli;S;3
molti;PI;di;E;2
di;E;voi;PE;2
prima;B;che;CS;2
di;E;oggi;B;2
ecco;B;il;RD;2
poco;B;fa;B;2
oggi;B;è;V;2
sul;E+RD;modello;S;2
che;PR;abbiamo;VA;2
detto;V;il;RD;2
dbms;S;sono;V;2
sono;V;gli;RD;2
gestione;S;delle;E+RD;2
basi;S;di;E;2
dati;S;sono;V;2
gestire;V;le;RD;2
le;RD;basi;S;2
differenza;S;fondamentale;A;2
dbms;S;è;V;2
per;E;gestire;V;2
quantità;S;di;E;2
di;E;informazioni;S;2
occupiamo;V;di;E;2
quelli;PD;di;E;2
una;RI;volta;S;2
quindi;B;visto;V;2
ne;PC;hanno;VA;2
nel;E+RD;rispetto;S;2
parte;S;della;E+RD;2
visto;V;che;CS;2
un;RI;ruolo;S;2
maniera;S;efficiente;A;2
ci;PC;occuperemo;V;2
dbms;S;ma;CC;2
il;RD;costo;S;2
mantenere;V;la;RD;2
dati;S;a;E;2
è;VA;rappresentata;V;2
di;E;descrizione;S;2
schemi;S;quindi;B;2
che;PR;descrivono;V;2
dei;E+RD;modelli;S;2
la;RD;presenza;S;2
presenza;S;di;E;2
`;X;applicazione;S;2
riferimento;S;a;E;2
non;BN;sono;VA;2
questa;DD;struttura;S;2
la;RD;funzione;S;2
database;S;administrator;S;2
questa;DD;trasparenza;S;2
linguaggi;S;per;E;2
manipolare;V;le;RD;2
definizioni;S;quindi;B;2
linguaggio;S;che;PR;2
modello;S;di;E;2
cui;PR;parliamo;V;2
un;RI;linguaggio;S;2
che;PR;viene;VA;2
viene;VA;usato;V;2
per;E;descrivere;V;2
descrivere;V;le;RD;2
di;E;manipolazione;S;2
definizioni;S;degli;E+RD;2
che;PR;useremo;V;2
cosa;PQ;sono;V;2
dati;V;cosa;PQ;2
ho;V;una;RI;2
una;RI;rappresentazione;S;2
chiamiamola;V+PC;così;B;2
così;B;per;E;2
oggetto;S;che;PR;2
che;PR;vedremo;V;2
vedremo;V;essere;V;2
a;E;una;RI;2
cioè;B;che;CS;2
la;RD;sua;AP;2
in;E;pratica;S;2
nome;S;dell;S;2
nome;S;della;E+RD;2
nome;S;degli;E+RD;2
sono;V;in;E;2
che;PR;invece;B;2
il;RD;contenuto;S;2
righe;S;di;E;2
a;E;quello;PD;2
ho;VA;fatto;V;2
caso;S;di;E;2
tabelle;S;ma;CC;2
dati;V;in;E;2
l'insieme;S;di;E;2
di;E;tutte;T;2
come;E;vedremo;V;2
quando;CS;voi;PE;2
una;RI;istanza;S;2
del;E+RD;dbms;S;2
dello;E+RD;stesso;A;2
stesso;A;prodotto;S;2
quindi;B;può;VM;2
cosa;PQ;vuol;VM;2
vale;V;per;E;2
basi;S;dati;S;2
la;RD;mettete;S;2
avete;V;un;RI;2
ambiente;S;di;E;2
in;E;produzione;S;2
dns;S;quando;CS;2
io;PE;devo;VM;2
termini;S;di;E;2
due;N;istanze;S;2
ma;CC;le;RD;2
sono;V;diverse;A;2
diverse;A;quindi;B;2
di;E;modello;V;2
modello;V;dei;E+RD;2
dati;S;è;VA;2
è;VA;l'insieme;V;2
trasparenza;S;che;PR;2
che;PR;qui;B;2
dire;V;in;E;2
di;E;qualcosa;PI;2
qualcosa;PI;per;E;2
affinché;CS;la;RD;2
un;RI;processo;S;2
quindi;B;sono;V;2
vincoli;S;della;E+RD;2
della;E+RD;realtà;S;2
che;PR;li;PC;2
degli;E+RD;esempi;S;2
concettuali;A;nella;E+RD;2
si;PC;usano;V;2
usano;V;i;RD;2
al;E+RD;modello;S;2
non;BN;sto;V;2
introduciamo;V;il;RD;2
ve;PC;l'ho;NO;2
già;B;detto;A;2
quello;PD;più;B;2
tra;E;virgolette;S;2
modelli;S;basati;V;2
basati;V;sulla;E+RD;2
sulla;E+RD;stazione;S;2
modelli;S;gerarchici;A;2
è;V;basato;A;2
che;PR;ora;B;2
ora;B;vedremo;V;2
tenne;V;in;E;2
cercheremo;V;di;E;2
sono;V;altri;A;2
anche;B;un;RI;2
ad;E;oggetti;S;2
vent;A;`;X;2
`;X;anni;S;2
anche;B;la;RD;2
la;RD;gestione;S;2
voi;PE;abbiate;VA;2
per;E;la;RD;2
caso;S;in;E;2
di;E;costruire;V;2
la;RD;differenza;S;2
un;RI;unico;A;2
strumento;S;per;E;2
sui;E+RD;valori;S;2
valori;S;dei;E+RD;2
sono;V;delle;RI;2
relazionale;A;non;BN;2
e;CC;della;E+RD;2
dati;S;in;E;2
molto;B;importante;A;2
importante;A;perché;CS;2
e;CC;in;E;2
in;E;generale;S;2
il;RD;presupposto;S;2
presupposto;S;per;E;2
questa;PD;trasparenza;S;2
che;PR;hanno;V;2
certo;A;insieme;S;2
fra;E;poco;PI;2
esami;S;c;S;2
definito;V;sullo;E+RD;2
l'attributo;A;matricola;S;2
matricola;S;della;E+RD;2
sono;V;due;N;2
due;N;oggetti;S;2
sono;VA;confrontabili;A;2
e;CC;vedremo;V;2
lo;RD;vedremo;V;2
tra;E;di;E;2
loro;PE;righe;S;2
diverse;A;di;E;2
in;E;casa;S;2
è;VA;diventato;V;2
a;E;lavorare;V;2
dbms;S;relazionali;A;2
e;CC;altri;A;2
altri;A;dbms;S;2
modello;S;reticolare;V;2
che;CS;nell;S;2
perché;CS;il;RD;2
nelle;E+RD;sue;AP;2
e;CC;di;E;2
di;E;conseguenza;S;2
cui;PR;il;RD;2
struttura;S;di;E;2
e;CC;consente;V;2
le;RD;due;N;2
due;N;cose;S;2
attimo;S;in;E;2
il;RD;termine;S;2
termine;S;relazione;S;2
`;X;analisi;S;2
questo;DD;corso;S;2
relazione;S;per;E;2
per;E;indicare;V;2
logico;A;e;CC;2
riferimento;S;al;E+RD;2
relazione;S;matematica;S;2
terza;NO;accezione;S;2
accezione;S;del;E+RD;2
che;PR;ci;PC;2
associazione;S;logica;S;2
relazione;S;noi;PE;2
concettuale;A;che;PR;2
che;PR;noi;PE;2
noi;PE;useremo;V;2
esiste;V;un;RI;2
ora;B;è;V;2
livello;S;concettuale;A;2
di;E;usare;V;2
allora;B;vediamo;V;2
cartesiano;A;e;CC;2
proprio;B;di;E;2
insieme;B;sono;V;2
tre;N;e;CC;2
mediante;E;il;RD;2
e;CC;scegliendo;V;2
sottoinsieme;S;di;E;2
di;E;queste;DD;2
queste;DD;cose;S;2
di;E;e;CC;2
e;CC;nook;S;2
cui;PR;se;CS;2
uno;RI;cartesiano;S;2
relazioni;S;diverse;A;2
però;B;un;RI;2
l'ordine;SP;con;E;2
del;E+RD;prodotto;S;2
dipende;V;da;E;2
prima;NO;osservazione;S;2
osservazione;S;importante;A;2
prodotto;S;cartesiano;B;2
un;RI;elemento;S;2
elemento;S;del;E+RD;2
del;E+RD;secondo;NO;2
sono;V;tutte;PI;2
appena;B;detto;V;2
ordinata;V;nel;E+RD;2
che;CS;come;CS;2
come;CS;ho;VA;2
detto;V;prima;B;2
di;E;2;N;2
2;N;cartesiano;S;2
prendo;V;un;RI;2
prima;B;il;RD;2
valore;S;tratto;V;2
tratto;V;da;E;2
da;E;di;E;2
forma;S;di;E;2
di;E;prodotto;V;2
loop;SW;la;SW;2
cui;PR;forse;B;2
che;CS;invece;B;2
cerchiamo;V;di;E;2
avere;V;due;N;2
dominio;S;di;E;2
mi;PC;costruisco;V;2
per;E;me;PE;2
nomi;S;di;E;2
punto;S;primo;NO;2
usato;V;due;N;2
usato;V;in;E;2
due;N;modi;S;2
modi;S;diversi;A;2
anche;B;dire;V;2
come;B;se;CS;2
dominio;S;in;E;2
volte;S;ma;CC;2
tutto;DI;ciò;PD;2
oggetto;S;è;V;2
io;PE;volessi;V;2
dire;V;guarda;V;2
guarda;V;che;CS;2
nella;E+RD;prima;NO;2
prima;NO;colonna;S;2
sono;V;nella;E+RD;2
significato;S;di;E;2
scrivere;V;in;E;2
i;RD;casi;S;2
casi;S;in;E;2
cui;PR;la;RD;2
cercami;S;nella;E+RD;2
nella;E+RD;colonna;S;2
colonna;S;2;N;2
righe;S;in;E;2
solo;B;alla;E+RD;2
va;V;bene;B;2
allora;B;il;RD;2
delle;E+RD;funzioni;S;2
dominio;S;stringa;S;2
string;S;con;E;2
nome;S;quindi;B;2
che;PR;gli;PC;2
attributo;V;quindi;B;2
quindi;B;l'attributo;A;2
nel;E+RD;suo;AP;2
uso;S;dei;E+RD;2
funzioni;S;che;PR;2
io;PE;costruisco;V;2
devo;VM;usare;V;2
funzioni;S;di;E;2
attributi;S;a;E;2
questo;DD;punto;S;2
costruisce;V;una;RI;2
che;PR;a;E;2
do;SP;un;RI;2
un;RI;significato;S;2
significato;S;che;PR;2
che;PR;io;PE;2
che;PR;gioca;V;2
casa;S;è;V;2
la;RD;notazione;S;2
giusto;A;ma;CC;2
`;X;attributo;V;2
attributi;S;in;E;2
delle;E+RD;relazioni;S;2
perché;CS;se;CS;2
prendere;V;il;RD;2
è;V;no;BN;2
provate;V;a;E;2
dare;V;un;RI;2
colonne;S;in;E;2
come;E;un;RI;2
poi;B;in;E;2
tabella;S;se;CS;2
vedremo;V;che;CS;2
è;VA;costruito;V;2
lo;PC;è;V;2
nel;E+RD;nostro;AP;2
significato;S;quindi;B;2
diverse;A;fra;E;2
questo;PD;non;BN;2
prendere;V;una;RI;2
cui;PR;abbiamo;VA;2
costruito;V;le;RD;2
ho;V;la;RD;2
tabella;S;sia;V;2
questo;DD;cosa;S;2
poco;B;fa;V;2
e;CC;ritorniamo;V;2
che;PR;adesso;B;2
definita;V;una;RI;2
relazione;S;definita;V;2
definita;V;dal;E+RD;2
è;VA;distinto;V;2
da;E;gestire;V;2
realtà;S;il;RD;2
suo;AP;schema;S;2
quindi;B;qui;B;2
dice;V;una;RI;2
database;S;che;PR;2
un;RI;database;S;2
relazioni;S;hanno;V;2
hanno;V;nomi;S;2
dentro;B;una;RI;2
diversi;DI;perché;S;2
che;PR;l'attributo;V;2
se;CS;così;B;2
così;B;io;PE;2
io;PE;posso;V;2
valori;S;che;PR;2
sono;VA;sullo;E+RD;2
dominio;S;quindi;B;2
sono;V;sicuro;A;2
il;RD;problema;S;2
che;CS;due;N;2
relazioni;S;sono;VA;2
quindi;B;possono;VM;2
stesso;A;valore;S;2
relazionale;A;il;RD;2
una;RI;determinata;A;2
valore;S;di;E;2
che;PR;da;E;2
parte;S;si;PC;2
è;V;presente;A;2
`;NO;altra;PI;2
laddove;CS;questo;DD;2
è;V;invece;B;2
questa;DD;cosa;S;2
perché;CS;è;V;2
perché;CS;chi;PR;2
che;PR;matricola;S;2
gli;RD;operatori;S;2
sono;VA;uguali;A;2
un;RI;puntatore;S;2
dall;E+RD;`;X;2
studenti;S;che;PR;2
a;E;gestire;V;2
e;CC;i;RD;2
quindi;B;la;RD;2
più;B;complicato;A;2
e;CC;anche;B;2
la;RD;rappresentazione;S;2
avranno;V;un;RI;2
di;E;righe;S;2
non;BN;mi;PC;2
il;RD;puntatore;S;2
quindi;B;è;V;2
è;V;anche;B;2
devo;VM;rappresentare;V;2
momento;S;in;E;2
si;PC;rappresenta;V;2
che;PR;vede;V;2
l'utente;A;finale;S;2
tabella;S;con;E;2
tabella;S;in;E;2
i;RD;voti;S;2
che;CS;hanno;VA;2
quindi;B;se;CS;2
modo;S;di;E;2
dice;V;guarda;V;2
tabella;S;che;PR;2
per;E;uguaglianza;S;2
un;RI;esame;S;2
a;E;vedere;V;2
se;PC;ne;PC;2
esempio;S;del;E+RD;2
del;E+RD;genere;S;2
comunque;B;ci;PC;2
